0.6	0.6	4	0.5	0	3.51033	1.9177	5.19994	0	0	0	0.0225	0.0225	1	1	1
0.440142	0.651287	4	0.5	0	0.862916	0.534212	0.859997	0.600045	4.19815	0.0693654	-0.0275513	4.18805	0.290973	5.19975	0.00179686	0	3.64073	0.00839452	0.0125268	0.841858	0.779124	1.00372
0.900159	0.578393	4.19815	0.0679878	-0.0275513	1.17385	0.481073	1.11998	0.600225	4.5977	-0.22618	-0.0582784	4.48059	-1.03106	5.19943	0.00538996	2.09661	3.64073	0.0114466	0.00738351	0.764811	0.705211	1.00936
1.19331	0.528959	4.5977	-0.229094	-0.0582784	0.969149	0.397513	1.37996	0.600629	4.88247	-0.0106877	0.0283497	4.88219	-0.0521812	5.19898	0.0107781	2.09661	1.85888	0.0102505	0.00290484	0.558989	0.145499	1.00059
1.47327	0.517265	4.88247	-0.00927016	0.0283497	1.65063	0.62469	1.6399	0.601347	5.04206	0.0597865	0.0216402	5.03305	0.301268	5.19839	0.0179597	1.19018	1.85888	0.00823952	0.0076579	0.538307	0.111555	1.00241
1.77805	0.574065	5.04206	0.0608686	0.0216402	1.62331	0.499091	1.89982	0.60247	5.42113	0.0544857	0.0708765	5.41308	0.295228	5.19766	0.0269323	1.19018	0.838855	0.00727724	0.00322491	0.128472	0.0221108	0.969183
2.06847	0.576764	5.42113	0.0580296	0.0708765	2.18882	0.648739	2.1597	0.604086	5.46419	0.0736962	0.0749143	5.44936	0.402326	5.19678	0.0376932	0.63196	0.838855	0.00608953	0.00577913	0.130027	0.025602	0.95438
2.37029	0.61837	5.46419	0.0774419	0.0749143	1.96701	0.557117	2.41954	0.606284	5.25992	0.120627	0.171116	5.2217	0.632952	5.19573	0.0502389	0.63196	2.05663	0.00583866	0.00397005	0.0631354	0.0174433	0.810211
2.57838	0.674731	5.25992	0.129183	0.171116	2.65526	0.66598	2.67932	0.609155	5.2886	0.115596	0.11676	5.2533	0.609982	5.1945	0.0645654	0.202654	2.05663	0.00528293	0.00594864	0.0664684	0.023942	0.755514
2.85541	0.703254	5.2886	0.121434	0.11676	2.92034	0.645898	2.93904	0.612786	5.32459	0.056775	-0.103237	5.31601	0.302141	5.19309	0.080668	0.202654	0.259828	0.0051305	0.00481937	0.0439804	0.019874	0.551112
3.13316	0.677682	5.32459	0.0516131	-0.103237	3.01222	0.637046	3.19869	0.617267	5.29148	0.0480107	-0.11077	5.28538	0.25395	5.19147	0.0985415	0.577067	0.259828	0.00471099	0.00690642	0.0485354	0.0238304	0.476721
3.36977	0.682034	5.29148	0.0424722	-0.11077	3.56096	0.485311	3.45825	0.622685	5.3731	-0.130995	-0.650164	5.32707	-0.701841	5.18963	0.11818	0.577067	2.20513	0.00466146	0.00594729	0.0375376	0.0183864	0.315932
3.66983	0.525648	5.3731	-0.163504	-0.650164	3.89365	0.311793	3.71772	0.62913	5.46159	-0.274084	-0.971329	5.25772	-1.47826	5.18754	0.139576	3.06402	2.20513	0.00421214	0.00763106	0.0424746	0.019445	0.263727
3.97646	0.374962	5.46159	-0.32265	-0.971329	4.19786	0.698311	3.97708	0.636689	5.47085	-0.115527	-0.39365	5.43438	-0.630625	5.18519	0.162724	3.06402	3.72922	0.00425322	0.00621401	0.0404969	0.0120857	0.147867
4.26191	0.502042	5.47085	-0.135209	-0.39365	4.30935	0.578564	4.23632	0.645449	5.46737	-0.110895	-0.335216	5.43379	-0.605065	5.18256	0.187614	0.264041	3.72922	0.00399643	0.00733273	0.0441326	0.012284	0.13058
4.53879	0.495872	5.46737	-0.127656	-0.335216	4.61908	0.68951	4.49542	0.655498	5.3696	-0.0644416	-0.197326	5.35845	-0.345786	5.17962	0.214238	0.264041	1.41777	0.00404383	0.00743545	0.036538	0.0108432	0.107221
4.79269	0.546289	5.3696	-0.0743078	-0.197326	4.35143	0.899174	4.75437	0.666921	5.1769	0.0590914	0.0936208	5.16787	0.305733	5.17634	0.242587	10.4481	1.41777	0.00385354	0.00792417	0.0406095	0.0102655	0.0950137
4.96615	0.6964	5.1769	0.0637724	0.0936208	5.20901	0.66599	5.01315	0.679804	5.09693	0.0474779	0.0590656	5.09119	0.241901	5.1727	0.272649	10.4481	1.53046	0.00389964	0.00805962	0.0314811	0.0095323	0.0850827
5.21465	0.692057	5.09693	0.0504312	0.0590656	5.51894	0.648233	5.27175	0.694234	5.18012	0.0262308	0.00938025	5.17834	0.135863	5.16867	0.304413	3.45374	1.53046	0.00375741	0.00801078	0.0368629	0.00882466	0.0777069
5.52423	0.67624	5.18012	0.0266998	0.00938025	5.22834	0.639362	5.53013	0.710295	5.25528	0.0290811	0.0180604	5.25306	0.152808	5.16422	0.337868	3.45374	1.67239	0.00382059	0.00851769	0.0300671	0.00858847	0.0738143
5.7886	0.684318	5.25528	0.0299841	0.0180604	6.022	0.708619	5.78828	0.728072	5.3119	0.0299049	0.0171082	5.30952	0.158828	5.15932	0.372999	2.05411	1.67239	0.00368067	0.00819895	0.0357957	0.00782001	0.0691213
6.09054	0.695959	5.3119	0.0307603	0.0171082	5.89392	0.373584	6.04618	0.747647	5.19641	-0.038034	-0.114421	5.19265	-0.197592	5.15393	0.409793	2.05411	3.6649	0.00375445	0.00902202	0.029451	0.00790046	0.0683213
6.3287	0.599682	5.19641	-0.043755	-0.114421	6.34249	0.948833	6.30379	0.769103	5.1792	0.0533921	0.0606375	5.17182	0.276397	5.14803	0.448233	3.42786	3.6649	0.00360937	0.0083299	0.0353371	0.00717997	0.0653625
6.58146	0.743191	5.1792	0.056424	0.0606375	6.62134	0.836138	6.5611	0.792523	5.13144	0.0709963	0.0854563	5.11852	0.364008	5.14157	0.488305	3.42786	0.342999	0.003689	0.00928313	0.0290474	0.00753436	0.0664442
6.8284	0.78244	5.13144	0.0752692	0.0854563	6.78214	0.714036	6.81808	0.817988	5.12258	0.0579191	0.0548758	5.11399	0.296529	5.13452	0.52999	0.216576	0.342999	0.00358388	0.00838132	0.035047	0.00688578	0.0643315
7.07723	0.773474	5.12258	0.0606629	0.0548758	7.29121	0.630741	7.07469	0.845578	4.9957	0.0342487	0.00433181	4.99277	0.171063	5.12685	0.573269	0.216576	2.50414	0.00366861	0.00950702	0.0288712	0.00744424	0.0663619
7.31345	0.74752	4.9957	0.0344653	0.00433181	7.13735	0.957217	7.3309	0.875373	4.94787	0.0941911	0.109337	4.92593	0.465356	5.11851	0.618123	2.31567	2.50414	0.00355818	0.00841036	0.0349164	0.00685785	0.064643
7.52652	0.853735	4.94787	0.0996579	0.109337	8.08349	0.819605	7.58668	0.907449	5.14724	0.0875432	0.0884133	5.12753	0.450031	5.10946	0.664531	2.31567	5.14049	0.0036458	0.00964475	0.0287115	0.00759127	0.0672807
7.83365	0.863408	5.14724	0.0919639	0.0884133	7.80533	0.719126	7.84199	0.941886	5.14093	0.0540294	0.0219972	5.13343	0.277626	5.09966	0.712469	0.61254	5.14049	0.00355087	0.00853155	0.034803	0.00697683	0.0653559
8.0881	0.823781	5.14093	0.0551293	0.0219972	8.40453	0.884557	8.0968	0.978759	5.04208	0.0550201	0.0181044	5.03445	0.277276	5.08907	0.761915	0.61254	2.25981	0.00364348	0.0100812	0.0287405	0.00782135	0.0681798
